,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Team
543,2023-10-29,15:00,Ligue 1,Matchweek 10,Sun,Home,D,0.0,0.0,Le Havre,0.5,0.7,42.0,20718.0,Matthieu Udol,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,Metz
544,2023-11-05,13:00,Ligue 1,Matchweek 11,Sun,Away,D,1.0,1.0,Lyon,0.7,1.9,34.0,42040.0,Matthieu Udol,4-2-3-1,Benoît Millot,Match Report,,Metz
545,2023-11-12,15:00,Ligue 1,Matchweek 12,Sun,Home,W,3.0,1.0,Nantes,1.1,1.3,34.0,21674.0,Matthieu Udol,4-2-3-1,Florent Batta,Match Report,,Metz
546,2023-11-26,15:00,Ligue 1,Matchweek 13,Sun,Away,W,3.0,2.0,Lorient,1.9,1.2,33.0,14469.0,Matthieu Udol,4-2-3-1,Jérémie Pignard,Match Report,,Metz
547,2023-12-03,17:05,Ligue 1,Matchweek 14,Sun,Away,L,0.0,2.0,Lille,1.9,2.9,35.0,38065.0,Matthieu Udol,4-2-3-1,Gaël Angoula,Match Report,,Metz
548,2023-12-10,15:00,Ligue 1,Matchweek 15,Sun,Home,L,0.0,1.0,Brest,0.2,0.3,33.0,20157.0,Matthieu Udol,4-2-3-1,Romain Lissorgue,Match Report,,Metz
549,2023-12-17,15:00,Ligue 1,Matchweek 16,Sun,Home,L,0.0,1.0,Montpellier,0.8,0.5,52.0,23473.0,Matthieu Udol,4-3-3,Marc Bollengier,Match Report,,Metz
550,2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Away,L,1.0,3.0,Paris S-G,0.1,2.4,26.0,48229.0,Matthieu Udol,4-3-3,Ruddy Buquet,Match Report,,Metz
551,2024-01-05,20:45,Coupe de France,Round of 64,Fri,Home,,,,Clermont Foot,,,,,,,,Head-to-Head,,Metz
552,2024-01-14,15:00,Ligue 1,Matchweek 18,Sun,Home,,,,Toulouse,,,,,,,,Head-to-Head,,Metz
553,2024-01-28,,Ligue 1,Matchweek 19,Sun,Away,,,,Nice,,,,,,,,Head-to-Head,,Metz
554,2024-02-04,,Ligue 1,Matchweek 20,Sun,Home,,,,Lorient,,,,,,,,Head-to-Head,,Metz
555,2024-02-11,,Ligue 1,Matchweek 21,Sun,Away,,,,Marseille,,,,,,,,Head-to-Head,,Metz
556,2024-02-18,,Ligue 1,Matchweek 22,Sun,Away,,,,Montpellier,,,,,,,,Head-to-Head,,Metz
557,2024-02-25,,Ligue 1,Matchweek 23,Sun,Home,,,,Lyon,,,,,,,,Head-to-Head,,Metz
558,2024-03-03,,Ligue 1,Matchweek 24,Sun,Away,,,,Nantes,,,,,,,,Head-to-Head,,Metz
559,2024-03-10,,Ligue 1,Matchweek 25,Sun,Home,,,,Clermont Foot,,,,,,,,Head-to-Head,,Metz
560,2024-03-17,,Ligue 1,Matchweek 26,Sun,Away,,,,Reims,,,,,,,,Head-to-Head,,Metz
561,2024-03-31,,Ligue 1,Matchweek 27,Sun,Home,,,,Monaco,,,,,,,,Head-to-Head,,Metz
562,2024-04-07,,Ligue 1,Matchweek 28,Sun,Away,,,,Brest,,,,,,,,Head-to-Head,,Metz
563,2024-04-14,,Ligue 1,Matchweek 29,Sun,Home,,,,Lens,,,,,,,,Head-to-Head,,Metz
564,2024-04-21,,Ligue 1,Matchweek 30,Sun,Away,,,,Le Havre,,,,,,,,Head-to-Head,,Metz
565,2024-04-28,,Ligue 1,Matchweek 31,Sun,Home,,,,Lille,,,,,,,,Head-to-Head,,Metz
566,2024-05-03,,Ligue 1,Matchweek 32,Fri,Home,,,,Rennes,,,,,,,,Head-to-Head,,Metz
567,2024-05-11,21:00,Ligue 1,Matchweek 33,Sat,Away,,,,Strasbourg,,,,,,,,Head-to-Head,,Metz
568,2024-05-18,21:00,Ligue 1,Matchweek 34,Sat,Home,,,,Paris S-G,,,,,,,,Head-to-Head,,Metz
569,2023-08-13,15:00,Ligue 1,Matchweek 1,Sun,Away,W,2.0,1.0,Nantes,1.1,1.1,56.0,30578.0,Vincent Sierro,4-3-3,Willy Delajod,Match Report,,Toulouse
570,2023-08-19,21:00,Ligue 1,Matchweek 2,Sat,Home,D,1.0,1.0,Paris S-G,1.2,2.1,24.0,27332.0,Vincent Sierro,3-4-3,Thomas Léonard,Match Report,,Toulouse
571,2023-08-27,15:00,Ligue 1,Matchweek 3,Sun,Away,L,0.0,2.0,Strasbourg,0.3,3.4,61.0,25090.0,Vincent Sierro,4-4-2,Benoît Bastien,Match Report,,Toulouse
572,2023-09-03,13:00,Ligue 1,Matchweek 4,Sun,Home,D,2.0,2.0,Clermont Foot,0.6,1.8,37.0,28285.0,Vincent Sierro,3-4-1-2,Florent Batta,Match Report,,Toulouse
573,2023-09-17,17:05,Ligue 1,Matchweek 5,Sun,Away,D,0.0,0.0,Marseille,0.7,1.5,39.0,63477.0,Vincent Sierro,4-4-2,François Letexier,Match Report,,Toulouse
574,2023-09-21,18:45,Europa Lg,Group stage,Thu,Away,D,1.0,1.0,be Union SG,1.4,1.3,53.0,12162.0,Vincent Sierro,4-2-3-1,Rohit Saggi,Match Report,,Toulouse
575,2023-09-24,15:00,Ligue 1,Matchweek 6,Sun,Away,L,1.0,2.0,Lens,0.4,2.5,38.0,37506.0,Rasmus Nicolaisen,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,Toulouse
576,2023-10-01,15:00,Ligue 1,Matchweek 7,Sun,Home,W,3.0,0.0,Metz,1.3,0.7,66.0,24770.0,Rasmus Nicolaisen,4-2-3-1,Gaël Angoula,Match Report,,Toulouse
577,2023-10-05,21:00,Europa Lg,Group stage,Thu,Home,W,1.0,0.0,at LASK,1.3,1.7,46.0,29233.0,Vincent Sierro,4-1-4-1,Nick Walsh,Match Report,,Toulouse
578,2023-10-08,15:00,Ligue 1,Matchweek 8,Sun,Away,D,1.0,1.0,Brest,1.2,1.5,45.0,13549.0,Rasmus Nicolaisen,4-4-1-1,Pierre Gaillouste,Match Report,,Toulouse
579,2023-10-22,15:00,Ligue 1,Matchweek 9,Sun,Home,D,1.0,1.0,Reims,0.8,1.3,49.0,23895.0,Vincent Sierro,4-1-4-1,Jeremy Stinat,Match Report,,Toulouse
580,2023-10-26,20:00,Europa Lg,Group stage,Thu,Away,L,1.0,5.0,eng Liverpool,1.1,2.9,38.0,49338.0,Vincent Sierro,5-3-2,Rade Obrenović,Match Report,,Toulouse
581,2023-10-29,15:00,Ligue 1,Matchweek 10,Sun,Away,L,0.0,3.0,Montpellier,1.2,3.0,61.0,13209.0,Rasmus Nicolaisen,4-3-3,Thomas Léonard,Match Report,,Toulouse
582,2023-11-05,15:00,Ligue 1,Matchweek 11,Sun,Home,L,1.0,2.0,Le Havre,2.6,1.1,52.0,23060.0,Rasmus Nicolaisen,4-3-3,Marc Bollengier,Match Report,,Toulouse
583,2023-11-09,18:45,Europa Lg,Group stage,Thu,Home,W,3.0,2.0,eng Liverpool,1.0,1.1,29.0,,Vincent Sierro,4-4-2,Georgi Kabakov,Match Report,,Toulouse
584,2023-11-12,15:00,Ligue 1,Matchweek 12,Sun,Away,D,1.0,1.0,Lille,0.1,2.5,40.0,34959.0,Vincent Sierro,4-2-3-1,Mathieu Vernice,Match Report,,Toulouse
585,2023-11-26,13:00,Ligue 1,Matchweek 13,Sun,Away,L,0.0,1.0,Nice,1.3,1.0,47.0,21849.0,Vincent Sierro,4-2-3-1,François Letexier,Match Report,,Toulouse
586,2023-11-30,21:00,Europa Lg,Group stage,Thu,Home,D,0.0,0.0,be Union SG,0.4,1.8,53.0,,Vincent Sierro,4-4-2,Matej Jug,Match Report,,Toulouse
587,2023-12-03,15:00,Ligue 1,Matchweek 14,Sun,Home,D,1.0,1.0,Lorient,1.0,0.8,52.0,22799.0,Vincent Sierro,4-2-3-1,Thomas Léonard,Match Report,,Toulouse
588,2023-12-10,17:05,Ligue 1,Matchweek 15,Sun,Away,L,0.0,3.0,Lyon,1.5,1.7,51.0,36677.0,Vincent Sierro,4-3-3,Pierre Gaillouste,Match Report,,Toulouse
589,2023-12-14,18:45,Europa Lg,Group stage,Thu,Away,W,2.0,1.0,at LASK,1.2,1.4,44.0,,Vincent Sierro,4-4-2,Fabio Maresca,Match Report,,Toulouse
590,2023-12-17,15:00,Ligue 1,Matchweek 16,Sun,Home,D,0.0,0.0,Rennes,0.9,0.7,49.0,23310.0,Vincent Sierro,4-4-2,Jeremy Stinat,Match Report,,Toulouse
591,2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Home,L,1.0,2.0,Monaco,1.4,1.9,55.0,23881.0,Rasmus Nicolaisen,4-2-3-1,Jérôme Brisard,Match Report,,Toulouse
592,2024-01-03,20:45,Trophée des Champions,Trophée des Champions,Wed,Away,,,,Paris S-G,,,,,,,,Head-to-Head,,Toulouse
593,2024-01-07,17:30,Coupe de France,Round of 64,Sun,Away,,,,SO Chambéry Foot,,,,,,,,Head-to-Head,,Toulouse
594,2024-01-14,15:00,Ligue 1,Matchweek 18,Sun,Away,,,,Metz,,,,,,,,Head-to-Head,,Toulouse
595,2024-01-28,,Ligue 1,Matchweek 19,Sun,Home,,,,Lens,,,,,,,,Head-to-Head,,Toulouse
596,2024-02-04,,Ligue 1,Matchweek 20,Sun,Away,,,,Reims,,,,,,,,Head-to-Head,,Toulouse
597,2024-02-11,,Ligue 1,Matchweek 21,Sun,Home,,,,Nantes,,,,,,,,Head-to-Head,,Toulouse
598,2024-02-15,20:00,Europa Lg,Knockout round play-offs,Thu,Away,,,,pt Benfica,,,,,,,,Head-to-Head,Leg 1 of 2,Toulouse
599,2024-02-18,,Ligue 1,Matchweek 22,Sun,Away,,,,Monaco,,,,,,,,Head-to-Head,,Toulouse
600,2024-02-22,18:45,Europa Lg,Knockout round play-offs,Thu,Home,,,,pt Benfica,,,,,,,,Head-to-Head,Leg 2 of 2,Toulouse
601,2024-02-25,,Ligue 1,Matchweek 23,Sun,Home,,,,Lille,,,,,,,,Head-to-Head,,Toulouse
602,2024-03-03,,Ligue 1,Matchweek 24,Sun,Home,,,,Nice,,,,,,,,Head-to-Head,,Toulouse
603,2024-03-10,,Ligue 1,Matchweek 25,Sun,Away,,,,Le Havre,,,,,,,,Head-to-Head,,Toulouse
604,2024-03-17,,Ligue 1,Matchweek 26,Sun,Home,,,,Lyon,,,,,,,,Head-to-Head,,Toulouse
605,2024-03-31,,Ligue 1,Matchweek 27,Sun,Away,,,,Clermont Foot,,,,,,,,Head-to-Head,,Toulouse
606,2024-04-07,,Ligue 1,Matchweek 28,Sun,Home,,,,Strasbourg,,,,,,,,Head-to-Head,,Toulouse
607,2024-04-14,,Ligue 1,Matchweek 29,Sun,Away,,,,Rennes,,,,,,,,Head-to-Head,,Toulouse
608,2024-04-21,,Ligue 1,Matchweek 30,Sun,Home,,,,Marseille,,,,,,,,Head-to-Head,,Toulouse
609,2024-04-28,,Ligue 1,Matchweek 31,Sun,Away,,,,Lorient,,,,,,,,Head-to-Head,,Toulouse
610,2024-05-03,,Ligue 1,Matchweek 32,Fri,Home,,,,Montpellier,,,,,,,,Head-to-Head,,Toulouse
611,2024-05-11,21:00,Ligue 1,Matchweek 33,Sat,Away,,,,Paris S-G,,,,,,,,Head-to-Head,,Toulouse
612,2024-05-18,21:00,Ligue 1,Matchweek 34,Sat,Home,,,,Brest,,,,,,,,Head-to-Head,,Toulouse
613,2023-08-12,21:00,Ligue 1,Matchweek 1,Sat,Away,D,0.0,0.0,Paris S-G,0.1,1.2,22.0,47000.0,Laurent Abergel,5-4-1,Bastien Dechepy,Match Report,,Lorient
614,2023-08-20,15:00,Ligue 1,Matchweek 2,Sun,Home,D,1.0,1.0,Nice,0.8,1.7,41.0,15848.0,Laurent Abergel,3-4-3,Hakim Ben El Hadj Salem,Match Report,,Lorient
615,2023-08-27,17:05,Ligue 1,Matchweek 3,Sun,Home,W,4.0,1.0,Lille,1.6,1.1,36.0,15101.0,Laurent Abergel,3-4-3,Willy Delajod,Match Report,,Lorient
616,2023-09-03,15:00,Ligue 1,Matchweek 4,Sun,Away,L,0.0,3.0,Le Havre,0.7,2.0,56.0,180707.0,Laurent Abergel,3-4-3,Romain Lissorgue,Match Report,,Lorient
617,2023-09-17,13:00,Ligue 1,Matchweek 5,Sun,Home,D,2.0,2.0,Monaco,0.9,1.7,41.0,15247.0,Laurent Abergel,3-4-3,Marc Bollengier,Match Report,,Lorient
618,2023-09-23,17:00,Ligue 1,Matchweek 6,Sat,Away,L,3.0,5.0,Nantes,1.7,2.1,56.0,30704.0,Laurent Abergel,3-4-3,Florent Batta,Match Report,,Lorient
619,2023-10-01,17:05,Ligue 1,Matchweek 7,Sun,Home,L,0.0,3.0,Montpellier,1.0,2.8,51.0,13492.0,Laurent Abergel,3-4-3,Jeremy Stinat,Match Report,,Lorient
620,2023-10-08,15:00,Ligue 1,Matchweek 8,Sun,Away,D,3.0,3.0,Lyon,1.1,1.4,50.0,43100.0,Laurent Abergel,3-4-3,Clément Turpin,Match Report,,Lorient
621,2023-10-22,13:00,Ligue 1,Matchweek 9,Sun,Home,W,2.0,1.0,Rennes,0.6,0.9,30.0,16711.0,Laurent Abergel,3-4-3,Gaël Angoula,Match Report,,Lorient
622,2023-10-28,17:00,Ligue 1,Matchweek 10,Sat,Away,L,0.0,1.0,Reims,0.4,0.8,43.0,14033.0,Laurent Abergel,3-4-3,Benoît Bastien,Match Report,,Lorient
623,2023-11-04,17:00,Ligue 1,Matchweek 11,Sat,Home,D,0.0,0.0,Lens,0.5,0.6,43.0,16599.0,Laurent Abergel,3-4-3,Bastien Dechepy,Match Report,,Lorient
624,2023-11-12,15:00,Ligue 1,Matchweek 12,Sun,Away,L,0.0,1.0,Clermont Foot,0.5,1.5,44.0,9798.0,Laurent Abergel,3-4-3,Romain Lissorgue,Match Report,,Lorient
625,2023-11-26,15:00,Ligue 1,Matchweek 13,Sun,Home,L,2.0,3.0,Metz,1.2,1.9,67.0,14469.0,Laurent Abergel,4-4-2,Jérémie Pignard,Match Report,,Lorient
626,2023-12-03,15:00,Ligue 1,Matchweek 14,Sun,Away,D,1.0,1.0,Toulouse,0.8,1.0,48.0,22799.0,Laurent Abergel,4-4-2,Thomas Léonard,Match Report,,Lorient
627,2023-12-10,20:45,Ligue 1,Matchweek 15,Sun,Home,L,2.0,4.0,Marseille,2.2,2.3,50.0,15848.0,Laurent Abergel,4-2-3-1,Eric Wattellier,Match Report,,Lorient
628,2023-12-17,15:00,Ligue 1,Matchweek 16,Sun,Home,L,1.0,2.0,Strasbourg,0.8,0.9,52.0,14580.0,Laurent Abergel,4-4-2,Bastien Dechepy,Match Report,,Lorient
629,2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Away,L,0.0,4.0,Brest,0.5,2.0,41.0,14544.0,Laurent Abergel,4-2-3-1,Mathieu Vernice,Match Report,,Lorient
630,2024-01-06,18:00,Coupe de France,Round of 64,Sat,Away,,,,Sochaux,,,,,,,,Head-to-Head,,Lorient
631,2024-01-14,13:00,Ligue 1,Matchweek 18,Sun,Away,,,,Lille,,,,,,,,Head-to-Head,,Lorient
632,2024-01-28,,Ligue 1,Matchweek 19,Sun,Home,,,,Le Havre,,,,,,,,Head-to-Head,,Lorient
633,2024-02-04,,Ligue 1,Matchweek 20,Sun,Away,,,,Metz,,,,,,,,Head-to-Head,,Lorient
634,2024-02-11,,Ligue 1,Matchweek 21,Sun,Home,,,,Reims,,,,,,,,Head-to-Head,,Lorient
635,2024-02-18,,Ligue 1,Matchweek 22,Sun,Away,,,,Strasbourg,,,,,,,,Head-to-Head,,Lorient
636,2024-02-25,,Ligue 1,Matchweek 23,Sun,Home,,,,Nantes,,,,,,,,Head-to-Head,,Lorient
637,2024-03-03,,Ligue 1,Matchweek 24,Sun,Away,,,,Rennes,,,,,,,,Head-to-Head,,Lorient
638,2024-03-10,,Ligue 1,Matchweek 25,Sun,Home,,,,Lyon,,,,,,,,Head-to-Head,,Lorient
639,2024-03-17,,Ligue 1,Matchweek 26,Sun,Away,,,,Monaco,,,,,,,,Head-to-Head,,Lorient
640,2024-03-31,,Ligue 1,Matchweek 27,Sun,Home,,,,Brest,,,,,,,,Head-to-Head,,Lorient
641,2024-04-07,,Ligue 1,Matchweek 28,Sun,Away,,,,Montpellier,,,,,,,,Head-to-Head,,Lorient
642,2024-04-14,,Ligue 1,Matchweek 29,Sun,Home,,,,Paris S-G,,,,,,,,Head-to-Head,,Lorient
643,2024-04-21,,Ligue 1,Matchweek 30,Sun,Away,,,,Nice,,,,,,,,Head-to-Head,,Lorient
644,2024-04-28,,Ligue 1,Matchweek 31,Sun,Home,,,,Toulouse,,,,,,,,Head-to-Head,,Lorient
645,2024-05-03,,Ligue 1,Matchweek 32,Fri,Away,,,,Lens,,,,,,,,Head-to-Head,,Lorient
646,2024-05-11,21:00,Ligue 1,Matchweek 33,Sat,Away,,,,Marseille,,,,,,,,Head-to-Head,,Lorient
647,2024-05-18,21:00,Ligue 1,Matchweek 34,Sat,Home,,,,Clermont Foot,,,,,,,,Head-to-Head,,Lorient
648,2023-08-13,15:00,Ligue 1,Matchweek 1,Sun,Home,L,2.0,4.0,Monaco,1.8,2.5,55.0,10453.0,Maxime Gonalons,3-4-3,François Letexier,Match Report,,Clermont Foot
649,2023-08-20,15:00,Ligue 1,Matchweek 2,Sun,Away,L,0.0,2.0,Reims,0.4,2.4,54.0,12887.0,Maxime Gonalons,3-4-3,Romain Lissorgue,Match Report,,Clermont Foot
650,2023-08-27,15:00,Ligue 1,Matchweek 3,Sun,Home,L,0.0,1.0,Metz,0.7,1.1,71.0,9146.0,Maxime Gonalons,3-4-3,Gaël Angoula,Match Report,,Clermont Foot
651,2023-09-03,13:00,Ligue 1,Matchweek 4,Sun,Away,D,2.0,2.0,Toulouse,1.8,0.6,63.0,28285.0,Florent Ogier,3-4-3,Florent Batta,Match Report,,Clermont Foot
652,2023-09-17,15:00,Ligue 1,Matchweek 5,Sun,Home,L,0.0,1.0,Nantes,1.3,0.6,52.0,9775.0,Maxime Gonalons,3-4-3,Thomas Léonard,Match Report,,Clermont Foot
653,2023-09-24,15:00,Ligue 1,Matchweek 6,Sun,Away,L,1.0,2.0,Le Havre,0.9,1.3,68.0,18500.0,Maxime Gonalons,3-5-2,Mathieu Vernice,Match Report,,Clermont Foot
654,2023-09-30,17:00,Ligue 1,Matchweek 7,Sat,Home,D,0.0,0.0,Paris S-G,1.0,3.0,33.0,10757.0,Maxime Gonalons,3-5-2,Marc Bollengier,Match Report,,Clermont Foot
655,2023-10-22,20:45,Ligue 1,Matchweek 9,Sun,Away,W,2.0,1.0,Lyon,1.0,1.7,37.0,43000.0,Florent Ogier,3-5-2,Willy Delajod,Match Report,,Clermont Foot
656,2023-10-27,21:00,Ligue 1,Matchweek 10,Fri,Home,L,0.0,1.0,Nice,0.5,2.2,45.0,10800.0,Maxime Gonalons,3-5-2,Jérémie Pignard,Match Report,,Clermont Foot
657,2023-11-05,15:00,Ligue 1,Matchweek 11,Sun,Away,D,0.0,0.0,Strasbourg,0.9,1.0,61.0,25039.0,Florent Ogier,3-4-3,Jeremy Stinat,Match Report,,Clermont Foot
658,2023-11-12,15:00,Ligue 1,Matchweek 12,Sun,Home,W,1.0,0.0,Lorient,1.5,0.5,56.0,9798.0,Yohann Magnin,3-5-2,Romain Lissorgue,Match Report,,Clermont Foot
659,2023-11-25,17:00,Ligue 1,Matchweek 13,Sat,Home,L,0.0,3.0,Lens,1.9,2.2,48.0,10455.0,Yohann Magnin,3-4-3,Benoît Millot,Match Report,,Clermont Foot
660,2023-11-29,19:00,Ligue 1,Matchweek 8,Wed,Away,D,1.0,1.0,Montpellier,0.4,2.4,37.0,,Florent Ogier,3-4-3,Mathieu Vernice,Match Report,,Clermont Foot
661,2023-12-03,15:00,Ligue 1,Matchweek 14,Sun,Away,L,0.0,3.0,Brest,0.8,1.4,43.0,14324.0,Maxime Gonalons,3-4-3,Marc Bollengier,Match Report,,Clermont Foot
662,2023-12-10,15:00,Ligue 1,Matchweek 15,Sun,Home,D,0.0,0.0,Lille,1.3,1.0,47.0,8789.0,Mory Diaw,3-4-3,Florent Batta,Match Report,,Clermont Foot
663,2023-12-17,17:05,Ligue 1,Matchweek 16,Sun,Away,L,1.0,2.0,Marseille,0.2,2.4,45.0,63753.0,Maxime Gonalons,3-4-3,Gaël Angoula,Match Report,,Clermont Foot
664,2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Home,L,1.0,3.0,Rennes,0.6,2.5,44.0,8840.0,Mory Diaw,3-4-3,Eric Wattellier,Match Report,,Clermont Foot
665,2024-01-05,20:45,Coupe de France,Round of 64,Fri,Away,,,,Metz,,,,,,,,Head-to-Head,,Clermont Foot
666,2024-01-14,15:00,Ligue 1,Matchweek 18,Sun,Away,,,,Nantes,,,,,,,,Head-to-Head,,Clermont Foot
667,2024-01-28,,Ligue 1,Matchweek 19,Sun,Home,,,,Strasbourg,,,,,,,,Head-to-Head,,Clermont Foot
668,2024-02-04,,Ligue 1,Matchweek 20,Sun,Away,,,,Lille,,,,,,,,Head-to-Head,,Clermont Foot
669,2024-02-11,,Ligue 1,Matchweek 21,Sun,Home,,,,Brest,,,,,,,,Head-to-Head,,Clermont Foot
670,2024-02-18,,Ligue 1,Matchweek 22,Sun,Away,,,,Rennes,,,,,,,,Head-to-Head,,Clermont Foot
671,2024-02-25,,Ligue 1,Matchweek 23,Sun,Away,,,,Nice,,,,,,,,Head-to-Head,,Clermont Foot
672,2024-03-03,,Ligue 1,Matchweek 24,Sun,Home,,,,Marseille,,,,,,,,Head-to-Head,,Clermont Foot
673,2024-03-10,,Ligue 1,Matchweek 25,Sun,Away,,,,Metz,,,,,,,,Head-to-Head,,Clermont Foot
674,2024-03-17,,Ligue 1,Matchweek 26,Sun,Home,,,,Le Havre,,,,,,,,Head-to-Head,,Clermont Foot
675,2024-03-31,,Ligue 1,Matchweek 27,Sun,Home,,,,Toulouse,,,,,,,,Head-to-Head,,Clermont Foot
676,2024-04-07,,Ligue 1,Matchweek 28,Sun,Away,,,,Paris S-G,,,,,,,,Head-to-Head,,Clermont Foot
677,2024-04-14,,Ligue 1,Matchweek 29,Sun,Home,,,,Montpellier,,,,,,,,Head-to-Head,,Clermont Foot
678,2024-04-21,,Ligue 1,Matchweek 30,Sun,Away,,,,Lens,,,,,,,,Head-to-Head,,Clermont Foot
679,2024-04-28,,Ligue 1,Matchweek 31,Sun,Home,,,,Reims,,,,,,,,Head-to-Head,,Clermont Foot
680,2024-05-03,,Ligue 1,Matchweek 32,Fri,Away,,,,Monaco,,,,,,,,Head-to-Head,,Clermont Foot
681,2024-05-11,21:00,Ligue 1,Matchweek 33,Sat,Home,,,,Lyon,,,,,,,,Head-to-Head,,Clermont Foot
682,2024-05-18,21:00,Ligue 1,Matchweek 34,Sat,Away,,,,Lorient,,,,,,,,Head-to-Head,,Clermont Foot
